fips,year,county_name,pop_total,pop_65plus,pop_25_54,pct_25_54,median_hh_income,median_gross_rent,median_home_value,unemployment_rate,lfp_rate,pct_commute_30plus,mean_commute_minutes,rent_burden_pct,own_burden_pct,poverty_rate,pct_white,pct_black,pct_asian,pct_hispanic,share_65plus,uninsured_rate,disability_rate,bachelors_plus_share,chr_premature_death_rate,chr_preventable_hosp_rate,chr_pct_fair_poor_health,chr_pct_low_birthweight,chr_pcp_rate,chr_dentist_rate,chr_pct_uninsured,chr_pct_adult_smoking,chr_pct_adult_obesity,chr_avg_mental_unhealthy_days,chr_pct_children_in_poverty,ipeds_completions_cna,ipeds_completions_lpn,ipeds_completions_rn,ipeds_completions_other_nursing,ipeds_completions_total,comn_mentl_hlth_ctr,critcl_access_hosp,do_nf_activ,fedly_qualfd_hlth_ctr,hosp,hosp_adm,hosp_beds,md_nf_activ,md_nf_all_med_spec_all_pc,md_nf_all_oth_spec_all_pc,md_nf_all_surg_spec_all_pc,md_nf_fammed_gen_all_pc,md_nf_fed_activ,md_nf_pc_hosp_all,md_nf_pc_ofc,medcr_ffs_eligbl_medcd_pct,medcr_ffs_hosp_readm_rate,medcr_ffs_prev_hosp_rate,nhsc_fte_provdrs,nhsc_sites,nurs_fac,nurs_fac_beds,per_cap_persnl_incom,phys_nf_prim_care_pc_exc_rsdt,phys_nf_prim_care_pc_rsdnt,popn_est,rural_hlth_clincs,stgh,stgh_aprn_ft,stgh_aprn_pa,stgh_fte_lpnlvn_incl_nh,stgh_nursng_asst_ft_incl_nh,vetn_popn_est,rural_urban_contnm,urban_influnc,cbsa,cbsa_name,cbsa_ind,econ_depndnt_typolgy,mfg_depndnt_typolgy,recrtn_typolgy,hi_povty_typolgy,prstnt_povty_typolgy,popn_loss_typolgy,retrmnt_destntn_typolgy,hpsa_prim_care,hpsa_dent,hpsa_mentl_hlth,popn_densty_per_squr_mi,land_area_mi2,rn_tot_emp,rn_a_mean,rn_a_median,rn_h_mean,rn_h_median,lpn_tot_emp,lpn_a_mean,lpn_a_median,lpn_h_mean,lpn_h_median,rn_pums_wage,lpn_pums_wage,nh_beds_per_65plus_cms,bartik_iv,bartik_iv_lpn,rn_postings,rn_post_wage_annual,rn_post_wage_hourly,lpn_postings,lpn_post_wage_annual,lpn_post_wage_hourly,rn_licensed_county,rn_age_under35_pct,rn_age_55plus_pct,lpn_licensed_county,lpn_age_under35_pct,lpn_age_55plus_pct,overhead_ratio_wmean,hosp_beds_per_1k,nh_beds_per_65plus_ahrf,rn_postings_per_10k,log_rn_postings,lpn_postings_per_10k,log_lpn_postings,rn_per_100k,lpn_per_100k,nurse_total_count,nurse_total_per_100k,has_med_hosp_x_overhead,ipeds_rn_per_10k_lag1,ipeds_lpn_per_10k_lag1,hosp_beds_per_1k_ahrf_lag5,nh_beds_per_65plus_ahrf_lag5,has_medicare_hospital,operating_margin_wmean,net_income_per_bed_wmean,total_beds,n_hospitals,single_hospital_county,share_75plus,population_growth_rate,neighbor_avg_rn_wage,rn_wage_gap,neighbor_avg_lpn_wage,lpn_wage_gap,neighbor_avg_rn_per_100k,rn_density_gap,neighbor_avg_lpn_per_100k,lpn_density_gap,n_neighbors,n_neighbors_rn_wage_obs,forgn_born_popn_pct_23,np_npi,stgh_rn_ft_incl_nh,stgh_rn_pt_incl_nh,share_65_74
26001,2010,Alcona,11238.0,3352.0,3486.0,31.019754404698347,34858.0,545.0,119300.0,,,30.446194225721783,24.74704724409449,20.39911308203991,16.213615588164544,14.630643568799927,97.86438868126,0.2224595123687489,0.1156789464317494,0.9254315714539952,29.82737141840185,,,,9357.4,52.557160115,13.7,9.65,,,,,28.4,3.93,25.7,0,0,0,0,0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,6.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,,,,,,2040.0,38010.0,37360.0,18.28,17.96,,,23.27,,0.0,3.0,,,0.0,,,,5.6,42.2,,12.2,44.9,,0.0,0.0,2.6695141484249865,1.3862943611198906,0.0,0.0,,,,,0.0,,,,,0,,,,,,12.1,,,,,,,,,,5.0,0.0,1.8,2.0,,,17.72737141840185
26001,2011,Alcona,11102.0,3421.0,3399.0,30.61610520626914,35490.0,582.0,114700.0,15.476190476190476,42.44174056506496,29.993472584856395,24.33273498694517,20.659340659340657,15.71155682903534,15.29755385177072,97.89227166276346,0.3963249864889209,0.2431994235272923,1.0358493965051343,30.814267699513604,,,,9810.6,52.283,14.8,9.39,35.401360000000004,,,,29.3,4.5,27.800000000000004,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,,,,,,0.0,4.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,5.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,,,,,,1810.0,38700.0,38420.0,18.6,18.47,,,22.8,,0.0,1.0,,,0.0,,,,6.2,43.3,,13.5,44.3,,0.0,0.0,0.9007386056566384,0.6931471805599453,0.0,0.0,,,,,0.0,0.0,0.0,,,0,,,,,,12.5,-0.0121017974728598,,,,,,,,,5.0,0.0,1.8,1.0,,,18.314267699513604
26001,2012,Alcona,10943.0,3470.0,3294.0,30.101434707118703,36931.0,583.0,110200.0,14.581753853929744,41.287562604340565,29.946702198534307,23.838441039307128,20.22222222222222,15.22144522144522,15.130725013906918,97.95302933382072,0.1644887142465503,0.3198391665905145,1.1514209997258522,31.709768801973865,12.527695716395865,21.768833087149183,13.151927437641724,9394.39,39.804500443,16.0,10.5,35.401360000000004,17.52541,16.400000000000002,,30.2,5.0,32.7,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,0.0,4.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,5.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,4780.0,57520.0,57430.0,27.66,27.61,2010.0,39520.0,39360.0,19.0,18.92,27.28,13.13,22.48,0.0,0.0,4.0,,,0.0,,,99.0,5.1,44.5,48.0,16.7,37.5,,0.0,0.0,3.655304761034451,1.6094379124341005,0.0,0.0,904.6879283560266,438.6365713241341,147.0,1343.324499680161,0.0,0.0,0.0,,,0,,,,,,12.89999999999999,-0.0143217438299405,25.692,1.588000000000001,15.734,-2.603999999999999,1047.5600885776194,-142.8721602215927,579.871770127156,-141.2351988030219,5.0,5.0,1.8,2.0,,,18.809768801973878
26001,2013,Alcona,10785.0,3507.0,3148.0,29.18868799258229,37189.0,585.0,102800.0,14.474708171206228,40.68601583113456,29.117348664186675,23.805715251944537,18.75,14.81566292649416,15.14752866002631,97.77468706536855,0.1205377839592026,0.296708391284191,1.2331942512749188,32.517385257301804,12.477768417111298,21.68866423289338,13.032006424228518,10875.33,53.699999928,17.299999999999997,8.0,55.01054,9.16842,18.0,,30.2,,32.6,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,0.0,4.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,5.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,4570.0,59400.0,59340.0,28.56,28.53,1580.0,40890.0,41470.0,19.66,19.94,29.11,13.99,22.24,0.0,0.0,5.0,58240.0,28.0,0.0,,,99.0,6.1,45.5,43.0,14.0,30.3,,0.0,0.0,4.6360686138154845,1.791759469228055,0.0,0.0,917.9415855354658,398.7019007881317,142.0,1316.6434863235977,0.0,0.0,0.0,,,0,,,,,,13.3,-0.0144384538060861,29.726,-0.6159999999999997,13.766,0.2240000000000002,1068.634424627777,-150.69283909231115,583.1181910162256,-184.416290228094,5.0,5.0,1.8,2.0,,,19.217385257301803
26001,2014,Alcona,10657.0,3538.0,3054.0,28.657220606174345,38019.0,623.0,95800.0,13.22444678609062,40.28013582342954,30.42609853528628,24.19890146471372,17.543859649122805,15.97926526932612,15.704914915866528,97.54152200431642,0.1970535798066998,0.3378061368114854,1.3136905320446657,33.19883644552876,11.57416177306308,21.91702974048115,13.456433929601848,10875.33,51.204476703,12.8,7.3,46.2963,9.40291,18.07971511,29.5,30.1,,30.9,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,0.0,4.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,5.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,4570.0,60940.0,60800.0,29.3,29.23,1340.0,41290.0,41750.0,19.85,20.07,32.49,13.87,22.05,0.0,0.0,9.0,,,5.0,,,99.0,8.1,51.5,44.0,22.7,40.9,,0.0,0.0,8.445153420287134,2.302585092994046,4.691751900159519,1.791759469228055,928.9668762315848,412.8741672140377,143.0,1341.8410434456227,0.0,0.0,0.0,,,0,,,,,,13.5,-0.0118683356513676,31.594,0.8960000000000008,15.941999999999998,-2.071999999999999,1121.714912114977,-192.7480358833925,521.2957327884374,-108.42156557439966,5.0,5.0,1.8,2.0,,,19.69883644552876
26001,2015,Alcona,10550.0,3580.0,2946.0,27.92417061611374,38033.0,609.0,97500.0,12.202937249666222,40.15655157623848,31.075304176257813,24.31782308451168,19.56124314442413,15.17736865738662,15.166104959075591,97.53554502369668,0.2748815165876777,0.3601895734597156,1.3554502369668249,33.93364928909953,10.512722402907976,21.886359288310693,14.26576681405632,9313.33,37.93,12.8,7.327586210000001,47.01457,9.45358,17.08699348,29.5,31.0,,30.0,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,5.0,0.0,5.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,6.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,,61630.0,61720.0,29.63,29.67,1020.0,42660.0,43070.0,20.51,20.71,22.53,19.02,21.79,0.0,0.0,21.0,,,6.0,,,96.0,7.3,56.2,37.0,18.9,51.3,,0.0,0.0,19.90521327014218,3.091042453358316,5.687203791469194,1.9459101490553128,909.9526066350712,350.71090047393363,133.0,1260.6635071090047,0.0,0.0,0.0,0.0,0.0,0,,,,,,14.099999999999998,-0.0100403490663413,25.018,-2.4879999999999995,16.976,2.0440000000000005,1087.4651173617858,-177.5125107267146,478.62542162538966,-127.91452115145604,5.0,5.0,1.8,2.0,,,19.83364928909953
26001,2016,Alcona,10461.0,3606.0,2867.0,27.406557690469363,38160.0,592.0,97500.0,10.280626011872638,40.01727675197064,32.85481239804241,25.125774877650898,16.145833333333336,15.374118717307256,14.930015552099537,97.35206959181724,0.2485422043781665,0.4110505687792753,1.3861007551859288,34.470891884141096,8.840845478235691,22.77772415789982,14.452759588400374,7468.9,36.22,13.0,6.62100457,47.26791,9.56572,18.56503537,15.9,30.7,3.7,30.9,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,0.0,4.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,5.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,4090.0,62630.0,61840.0,30.11,29.73,1160.0,43580.0,43970.0,20.95,21.14,21.34,8.28,21.63,0.0,0.0,38.0,,,4.0,,,92.0,7.6,55.4,37.0,18.9,48.6,,0.0,0.0,36.32539910142434,3.6635616461296463,3.823726221202562,1.6094379124341005,879.4570308765893,353.6946754612369,129.0,1233.1517063378262,0.0,0.0,0.0,0.0,0.0,0,,,,,,14.299999999999999,-0.008436018957346,24.896,-3.556000000000001,9.803999999999998,-1.5239999999999991,1104.5071712585986,-225.0501403820093,443.7520075237924,-90.05733206255553,5.0,5.0,1.8,2.0,,,20.1708918841411
26001,2017,Alcona,10413.0,3652.0,2791.0,26.803034668203207,39424.0,601.0,96000.0,9.306717021850552,40.093013194895086,34.78260869565217,25.80096618357488,18.877551020408163,14.939649282623549,14.868946701744129,97.1766061653702,0.316911552866609,0.4225487371554787,1.4116969173148948,35.07154518390473,8.34544925850538,23.204419889502763,15.17038777908343,7631.7,34.65,13.33647242,6.27802691,47.82858,9.66277,13.36187805,15.97567026,31.1,3.6674377564,30.8,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,,,,,,0.0,5.0,16.76,15.79,1939.0,0.75,1.0,0.0,0.0,50791.0,6.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,3930.0,64960.0,64510.0,31.23,31.01,960.0,44520.0,44990.0,21.4,21.63,25.28,12.64,21.36,0.0,0.0,7.0,,,9.0,,,95.0,6.3,54.6,37.0,14.3,51.4,,0.0,0.0,6.722366272928071,2.079441541679836,8.64304235090752,2.302585092994046,912.321137040238,355.325074426198,132.0,1267.6462114664362,0.0,0.0,0.0,0.0,0.0,0,,,,,,15.048497070968981,-0.004588471465443,28.312,-3.032,12.844,-0.2039999999999988,1138.5812443342245,-226.2601072939865,410.64886416976987,-55.323789743571865,5.0,5.0,1.8,2.0,,,20.02304811293575
26001,2018,Alcona,10364.0,3681.0,2757.0,26.60169818602856,39735.0,661.0,99800.0,8.929053142702994,40.21043497125502,34.938985228002565,26.516377649325623,17.868852459016395,14.483856298317416,15.9698423577793,96.95098417599382,0.3859513701273639,0.2798147433423388,1.4376688537244309,35.517174835970664,5.794701986754967,23.27619789637709,15.684891240446795,7551.1788015,41.25,15.56915399,6.3829787200000005,57.97662,9.65997,9.32790838,16.495394320000003,31.8,4.2375579388,29.6,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,,,,4.0,,0.0,5.0,16.76,15.79,1939.0,0.75,3.0,2.0,0.0,38375.0,6.0,0.0,10362.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,3670.0,66210.0,66660.0,31.83,32.05,960.0,45060.0,45820.0,21.66,22.03,30.39,15.2,,0.0,0.0,16.0,,,3.0,,,,,,,,,,0.0,0.0,15.43805480509456,2.833213344056216,2.8946352759552294,1.3862943611198906,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,15.56348900038595,-0.0047056563910496,32.014,-1.6239999999999952,15.2,0.0,,,,,5.0,5.0,1.8,2.0,0.0,0.0,19.953685835584714
26001,2019,Alcona,10353.0,3711.0,2723.0,26.30155510480054,40484.0,627.0,112000.0,7.605400936897216,39.449940210892485,35.862516212710766,27.09987029831388,17.921146953405017,14.018058690744924,17.020859857016944,96.86081329083358,0.3960204771563798,0.1931807205640877,1.4971505843716797,35.844682700666475,4.629178442646915,22.82428613195595,16.948555320648346,10747.181609,3196.0,15.56915399,7.600950119999999,48.29985,9.6609,8.51868664,16.495394320000003,32.800000000000004,4.2375579388,28.7,0,0,0,0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,,,,,,0.0,5.0,16.76,15.79,2817.0,0.75,1.0,0.0,0.0,50791.0,6.0,0.0,10624.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,9.0,10.0,,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,15.1,674.66,3590.0,66880.0,68370.0,32.15,32.87,870.0,46430.0,46780.0,22.32,22.49,33.67,20.71,21.02,0.0,0.0,6.0,,,0.0,,,109.0,11.9,53.2,44.0,11.36,61.36,,0.0,0.0,5.795421616922631,1.9459101490553128,0.0,0.0,1052.834927074278,424.997585240993,153.0,1477.8325123152708,0.0,0.0,0.0,0.0,0.0,0,,,,,,15.93740944653723,-0.0010613662678502,31.874,1.7959999999999994,19.386000000000003,1.323999999999998,1179.8374763517816,-127.00254927750348,352.01218328691857,72.9854019540744,5.0,5.0,1.8,3.0,0.0,0.0,19.907273254129244
